./word_images/Model.png,Model
./word_images/ .png, 
./word_images/Course.png,Course
./word_images/Curriculum.png,Curriculum
./word_images/
.png,

./word_images/on.png,on
./word_images/Business.png,Business
./word_images/Architecture.png,Architecture
./word_images/for.png,for
./word_images/MBA.png,MBA
./word_images/Programs.png,Programs
./word_images/A.png,A
./word_images/White.png,White
./word_images/Paper.png,Paper
./word_images/by.png,by
./word_images/The.png,The
./word_images/Open.png,Open
./word_images/Group.png,Group
./word_images/India.png,India
./word_images/Academic.png,Academic
./word_images/Initiative.png,Initiative
./word_images/in.png,in
./word_images/(INITIATE).png,(INITIATE)
./word_images/Work.png,Work
./word_images/January.png,January
./word_images/2024.png,2024
./word_images/www.png,www
./word_images/..png,.
./word_images/opengroup.png,opengroup
./word_images/org.png,org
./word_images/W.png,W
./word_images/h.png,h
./word_images/i.png,i
./word_images/t.png,t
./word_images/e.png,e
./word_images/P.png,P
./word_images/ap.png,ap
./word_images/r.png,r
./word_images/u.png,u
./word_images/b.png,b
./word_images/l.png,l
./word_images/s.png,s
./word_images/ed.png,ed
./word_images/y.png,y
./word_images/Th.png,Th
./word_images/O.png,O
./word_images/p.png,p
./word_images/n.png,n
./word_images/Gr.png,Gr
./word_images/o.png,o
./word_images/2.png,2
./word_images/Copyright.png,Copyright
./word_images/©.png,©
./word_images/hereby.png,hereby
./word_images/authorizes.png,authorizes
./word_images/you.png,you
./word_images/to.png,to
./word_images/use.png,use
./word_images/this.png,this
./word_images/document.png,document
./word_images/any.png,any
./word_images/purpose.png,purpose
./word_images/PROVIDED.png,PROVIDED
./word_images/THAT.png,THAT
./word_images/copy.png,copy
./word_images/of.png,of
./word_images/or.png,or
./word_images/part.png,part
./word_images/thereof.png,thereof
./word_images/which.png,which
./word_images/make.png,make
./word_images/shall.png,shall
./word_images/retain.png,retain
./word_images/all.png,all
./word_images/copyright.png,copyright
./word_images/and.png,and
./word_images/other.png,other
./word_images/proprietary.png,proprietary
./word_images/notices.png,notices
./word_images/contained.png,contained
./word_images/herein.png,herein
./word_images/This.png,This
./word_images/may.png,may
./word_images/contain.png,contain
./word_images/information.png,information
./word_images/Nothing.png,Nothing
./word_images/be.png,be
./word_images/construed.png,construed
./word_images/as.png,as
./word_images/conferring.png,conferring
./word_images/implication.png,implication
./word_images/estoppel.png,estoppel
./word_images/otherwise.png,otherwise
./word_images/license.png,license
./word_images/right.png,right
./word_images/under.png,under
./word_images/a.png,a
./word_images/ny.png,ny
./word_images/patent.png,patent
./word_images/trademark.png,trademark
./word_images/third.png,third
./word_images/party.png,party
./word_images/Except.png,Except
./word_images/expressly.png,expressly
./word_images/provided.png,provided
./word_images/above.png,above
./word_images/nothing.png,nothing
./word_images/Note.png,Note
./word_images/that.png,that
./word_images/product.png,product
./word_images/process.png,process
./word_images/technology.png,technology
./word_images/the.png,the
